reportyear,geotype,geotypevalue,geoname,region_code,region_name,strata_level_name_code,strata_level_name,numerator,denominator,rate,quotient,ca_rr,dof_population
2004,CO,6087,Santa Cruz,4,Monterey Bay,1,Aggravated assault,864,254486,,0.3395078708,,254885
2004,CO,6087,Santa Cruz,4,Monterey Bay,2,Forcible rape,124,254486,,0.04872566664,,254885
2004,CO,6087,Santa Cruz,4,Monterey Bay,3,Murder and non-negligent manslaughter,5,254486,,0.001964744622,,254885
2004,CO,6087,Santa Cruz,4,Monterey Bay,4,Robbery,205,254486,,0.08055452952,,254885
2004,CO,6087,Santa Cruz,4,Monterey Bay,5,Violent crime total,1198,254486,4.707528115,0.4707528115,0.855423569,254885
2004,CO,6089,Shasta,13,Shasta,1,Aggravated assault,699,177676,,0.3934127288,,173296
2004,CO,6089,Shasta,13,Shasta,2,Forcible rape,114,177676,,0.06416173259,,173296
2004,CO,6089,Shasta,13,Shasta,3,Murder and non-negligent manslaughter,4,177676,,0.002251288863,,173296
2004,CO,6089,Shasta,13,Shasta,4,Robbery,92,177676,,0.05177964385,,173296
2004,CO,6089,Shasta,13,Shasta,5,Violent crime total,909,177676,5.116053941,0.5116053941,0.929658414,173296
2004,CO,6091,Sierra,6,Northeast Sierra,1,Aggravated assault,13,3542,,0.3670242801,,3478
2004,CO,6091,Sierra,6,Northeast Sierra,2,Forcible rape,,3542,,0,,3478
2004,CO,6091,Sierra,6,Northeast Sierra,3,Murder and non-negligent manslaughter,,3542,,0,,3478
2004,CO,6091,Sierra,6,Northeast Sierra,4,Robbery,,3542,,0,,3478
2004,CO,6091,Sierra,6,Northeast Sierra,5,Violent crime total,13,3542,3.670242801,0.3670242801,0.666934348,3478
2004,CO,6093,Siskiyou,6,Northeast Sierra,1,Aggravated assault,123,45141,,0.272479564,,44778
2004,CO,6093,Siskiyou,6,Northeast Sierra,2,Forcible rape,9,45141,,0.01993752908,,44778
2004,CO,6093,Siskiyou,6,Northeast Sierra,3,Murder and non-negligent manslaughter,1,45141,,0.002215281008,,44778
2004,CO,6093,Siskiyou,6,Northeast Sierra,4,Robbery,6,45141,,0.01329168605,,44778
2004,CO,6093,Siskiyou,6,Northeast Sierra,5,Violent crime total,139,45141,3.079240602,0.3079240602,0.559540999,44778
2004,CO,6095,Solano,1,Bay Area,1,Aggravated assault,1346,417093,,0.3227098033,,410575
2004,CO,6095,Solano,1,Bay Area,2,Forcible rape,120,417093,,0.02877056196,,410575
2004,CO,6095,Solano,1,Bay Area,3,Murder and non-negligent manslaughter,19,417093,,0.004555338977,,410575
2004,CO,6095,Solano,1,Bay Area,4,Robbery,520,417093,,0.1246724352,,410575
2004,CO,6095,Solano,1,Bay Area,5,Violent crime total,2005,417093,4.807081394,0.4807081394,0.87351379,410575
2004,CO,6097,Sonoma,1,Bay Area,1,Aggravated assault,1739,472109,,0.3683471402,,469419
2004,CO,6097,Sonoma,1,Bay Area,2,Forcible rape,214,472109,,0.04532851524,,469419
2004,CO,6097,Sonoma,1,Bay Area,3,Murder and non-negligent manslaughter,17,472109,,0.00360086336,,469419
2004,CO,6097,Sonoma,1,Bay Area,4,Robbery,272,472109,,0.05761381376,,469419
2004,CO,6097,Sonoma,1,Bay Area,5,Violent crime total,2242,472109,4.748903325,0.4748903325,0.862942022,469419
2004,CO,6099,Stanislaus,10,San Joaquin Valley,1,Aggravated assault,1955,497911,,0.3926404518,,490392
2004,CO,6099,Stanislaus,10,San Joaquin Valley,2,Forcible rape,159,497911,,0.03193341782,,490392
2004,CO,6099,Stanislaus,10,San Joaquin Valley,3,Murder and non-negligent manslaughter,41,497911,,0.008234403337,,490392
2004,CO,6099,Stanislaus,10,San Joaquin Valley,4,Robbery,719,497911,,0.1444033171,,490392
2004,CO,6099,Stanislaus,10,San Joaquin Valley,5,Violent crime total,2874,497911,5.7721159,0.57721159,1.04887403,490392
2004,CO,6101,Sutter,8,Sacramento Area,1,Aggravated assault,258,85680,,0.3011204482,,86097
2004,CO,6101,Sutter,8,Sacramento Area,2,Forcible rape,36,85680,,0.04201680672,,86097
2004,CO,6101,Sutter,8,Sacramento Area,3,Murder and non-negligent manslaughter,3,85680,,0.00350140056,,86097
2004,CO,6101,Sutter,8,Sacramento Area,4,Robbery,56,85680,,0.06535947712,,86097
2004,CO,6101,Sutter,8,Sacramento Area,5,Violent crime total,354,85680,4.131652661,0.4131652661,0.750778961,86097
2004,CO,6103,Tehama,7,Northern Sacramento Valley,1,Aggravated assault,374,59258,,0.6311384117,,59465
2004,CO,6103,Tehama,7,Northern Sacramento Valley,2,Forcible rape,31,59258,,0.05231361166,,59465
2004,CO,6103,Tehama,7,Northern Sacramento Valley,3,Murder and non-negligent manslaughter,3,59258,,0.00506260758,,59465
2004,CO,6103,Tehama,7,Northern Sacramento Valley,4,Robbery,21,59258,,0.03543825306,,59465
2004,CO,6103,Tehama,7,Northern Sacramento Valley,5,Violent crime total,429,59258,7.23952884,0.723952884,1.315523444,59465
2004,CO,6105,Trinity,5,North Coast,1,Aggravated assault,48,13631,,0.3521385078,,13554
2004,CO,6105,Trinity,5,North Coast,2,Forcible rape,4,13631,,0.02934487565,,13554
2004,CO,6105,Trinity,5,North Coast,3,Murder and non-negligent manslaughter,1,13631,,0.007336218913,,13554
2004,CO,6105,Trinity,5,North Coast,4,Robbery,4,13631,,0.02934487565,,13554
2004,CO,6105,Trinity,5,North Coast,5,Violent crime total,57,13631,4.18164478,0.418164478,0.759863227,13554
2004,CO,6107,Tulare,10,San Joaquin Valley,1,Aggravated assault,2039,395299,,0.5158120815,,399638
2004,CO,6107,Tulare,10,San Joaquin Valley,2,Forcible rape,105,395299,,0.02656217193,,399638
2004,CO,6107,Tulare,10,San Joaquin Valley,3,Murder and non-negligent manslaughter,25,395299,,0.006324326649,,399638
2004,CO,6107,Tulare,10,San Joaquin Valley,4,Robbery,445,395299,,0.1125730144,,399638
2004,CO,6107,Tulare,10,San Joaquin Valley,5,Violent crime total,2614,395299,6.612715944,0.6612715944,1.201622791,399638
2004,CO,6109,Tuolumne,3,Central/Southeast Sierra,1,Aggravated assault,164,57410,,0.2856645184,,56409
2004,CO,6109,Tuolumne,3,Central/Southeast Sierra,2,Forcible rape,7,57410,,0.01219299774,,56409
2004,CO,6109,Tuolumne,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,2,57410,,0.003483713639,,56409
2004,CO,6109,Tuolumne,3,Central/Southeast Sierra,4,Robbery,13,57410,,0.02264413865,,56409
2004,CO,6109,Tuolumne,3,Central/Southeast Sierra,5,Violent crime total,186,57410,3.239853684,0.3239853684,0.588726638,56409
2004,CO,6111,Ventura,14,Southern California,1,Aggravated assault,1143,800256,,0.1428292946,,794088
2004,CO,6111,Ventura,14,Southern California,2,Forcible rape,101,800256,,0.01262096129,,794088
2004,CO,6111,Ventura,14,Southern California,3,Murder and non-negligent manslaughter,33,800256,,0.004123680422,,794088
2004,CO,6111,Ventura,14,Southern California,4,Robbery,621,800256,,0.07760016795,,794088
2004,CO,6111,Ventura,14,Southern California,5,Violent crime total,1898,800256,2.371741043,0.2371741043,0.430978454,794088
2004,CO,6113,Yolo,8,Sacramento Area,1,Aggravated assault,796,185154,,0.4299123972,,185273
2004,CO,6113,Yolo,8,Sacramento Area,2,Forcible rape,85,185154,,0.04590773086,,185273
2004,CO,6113,Yolo,8,Sacramento Area,3,Murder and non-negligent manslaughter,5,185154,,0.002700454757,,185273
2004,CO,6113,Yolo,8,Sacramento Area,4,Robbery,167,185154,,0.09019518887,,185273
2004,CO,6113,Yolo,8,Sacramento Area,5,Violent crime total,1053,185154,5.687157717,0.5687157717,1.033435942,185273
2004,CO,6115,Yuba,8,Sacramento Area,1,Aggravated assault,303,64164,,0.4722274172,,65541
2004,CO,6115,Yuba,8,Sacramento Area,2,Forcible rape,29,64164,,0.0451966835,,65541
2004,CO,6115,Yuba,8,Sacramento Area,3,Murder and non-negligent manslaughter,5,64164,,0.007792531638,,65541
2004,CO,6115,Yuba,8,Sacramento Area,4,Robbery,58,64164,,0.090393367,,65541
2004,CO,6115,Yuba,8,Sacramento Area,5,Violent crime total,395,64164,6.156099994,0.6156099994,1.1186493,65541
2005,CO,6001,Alameda,1,Bay Area,1,Aggravated assault,4602,1464898,,0.3141515655,,1462554
2005,CO,6001,Alameda,1,Bay Area,2,Forcible rape,542,1464898,,0.03699916308,,1462554
2005,CO,6001,Alameda,1,Bay Area,3,Murder and non-negligent manslaughter,126,1464898,,0.008601281454,,1462554
2005,CO,6001,Alameda,1,Bay Area,4,Robbery,4479,1464898,,0.3057550765,,1462554
2005,CO,6001,Alameda,1,Bay Area,5,Violent crime total,9749,1464898,6.655070865,0.6655070865,1.263725898,1462554
2005,CO,6003,Alpine,3,Central/Southeast Sierra,1,Aggravated assault,7,1198,,0.5843071786,,1235
2005,CO,6003,Alpine,3,Central/Southeast Sierra,2,Forcible rape,,1198,,0,,1235
2005,CO,6003,Alpine,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,,1198,,0,,1235
2005,CO,6003,Alpine,3,Central/Southeast Sierra,4,Robbery,,1198,,0,,1235
2005,CO,6003,Alpine,3,Central/Southeast Sierra,5,Violent crime total,7,1198,5.843071786,0.5843071786,1.109536065,1235
2005,CO,6005,Amador,3,Central/Southeast Sierra,1,Aggravated assault,108,38088,,0.2835538752,,37639
2005,CO,6005,Amador,3,Central/Southeast Sierra,2,Forcible rape,21,38088,,0.05513547574,,37639
2005,CO,6005,Amador,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,,38088,,0,,37639
2005,CO,6005,Amador,3,Central/Southeast Sierra,4,Robbery,11,38088,,0.02888048729,,37639
2005,CO,6005,Amador,3,Central/Southeast Sierra,5,Violent crime total,140,38088,3.675698383,0.3675698383,0.697975323,37639
2005,CO,6007,Butte,2,Butte,1,Aggravated assault,478,214382,,0.2229664804,,213823
2005,CO,6007,Butte,2,Butte,2,Forcible rape,98,214382,,0.04571279305,,213823
2005,CO,6007,Butte,2,Butte,3,Murder and non-negligent manslaughter,10,214382,,0.00466457072,,213823
2005,CO,6007,Butte,2,Butte,4,Robbery,166,214382,,0.07743187394,,213823
2005,CO,6007,Butte,2,Butte,5,Violent crime total,752,214382,3.507757181,0.3507757181,0.666085108,213823
2005,CO,6009,Calaveras,3,Central/Southeast Sierra,1,Aggravated assault,126,46244,,0.2724677796,,44696
2005,CO,6009,Calaveras,3,Central/Southeast Sierra,2,Forcible rape,18,46244,,0.03892396851,,44696
2005,CO,6009,Calaveras,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,2,46244,,0.004324885391,,44696
2005,CO,6009,Calaveras,3,Central/Southeast Sierra,4,Robbery,7,46244,,0.01513709887,,44696
2005,CO,6009,Calaveras,3,Central/Southeast Sierra,5,Violent crime total,153,46244,3.308537324,0.3308537324,0.628255414,44696
2005,CO,6011,Colusa,7,Northern Sacramento Valley,1,Aggravated assault,40,20474,,0.1953697372,,20552
2005,CO,6011,Colusa,7,Northern Sacramento Valley,2,Forcible rape,7,20474,,0.03418970401,,20552
2005,CO,6011,Colusa,7,Northern Sacramento Valley,3,Murder and non-negligent manslaughter,,20474,,0,,20552
2005,CO,6011,Colusa,7,Northern Sacramento Valley,4,Robbery,4,20474,,0.01953697372,,20552
2005,CO,6011,Colusa,7,Northern Sacramento Valley,5,Violent crime total,51,20474,2.49096415,0.249096415,0.473007121,20552
2005,CO,6013,Contra Costa,1,Bay Area,1,Aggravated assault,2427,1015845,,0.2389144013,,1004193
2005,CO,6013,Contra Costa,1,Bay Area,2,Forcible rape,197,1015845,,0.01939272231,,1004193
2005,CO,6013,Contra Costa,1,Bay Area,3,Murder and non-negligent manslaughter,80,1015845,,0.007875217184,,1004193
2005,CO,6013,Contra Costa,1,Bay Area,4,Robbery,1809,1015845,,0.1780783486,,1004193
2005,CO,6013,Contra Costa,1,Bay Area,5,Violent crime total,4513,1015845,4.442606894,0.4442606894,0.843602946,1004193
2005,CO,6015,Del Norte,5,North Coast,1,Aggravated assault,72,28539,,0.252286345,,28274
2005,CO,6015,Del Norte,5,North Coast,2,Forcible rape,36,28539,,0.1261431725,,28274
2005,CO,6015,Del Norte,5,North Coast,3,Murder and non-negligent manslaughter,1,28539,,0.003503977014,,28274
2005,CO,6015,Del Norte,5,North Coast,4,Robbery,11,28539,,0.03854374715,,28274
2005,CO,6015,Del Norte,5,North Coast,5,Violent crime total,120,28539,4.204772417,0.4204772417,0.798440754,28274
2005,CO,6017,El Dorado,8,Sacramento Area,1,Aggravated assault,414,174037,,0.2378804507,,172979
2005,CO,6017,El Dorado,8,Sacramento Area,2,Forcible rape,21,174037,,0.01206639967,,172979
2005,CO,6017,El Dorado,8,Sacramento Area,3,Murder and non-negligent manslaughter,5,174037,,0.002872952303,,172979
2005,CO,6017,El Dorado,8,Sacramento Area,4,Robbery,42,174037,,0.02413279935,,172979
2005,CO,6017,El Dorado,8,Sacramento Area,5,Violent crime total,482,174037,2.76952602,0.276952602,0.525903004,172979
2005,CO,6019,Fresno,10,San Joaquin Valley,1,Aggravated assault,3636,872528,,0.4167201511,,872593
